image_path,split,gt_plate,pred_plate,model,notes
data/raw/images/AADY1439.JPG,unlabeled,,,,
data/raw/images/ACDW3269.JPG,unlabeled,,,,
data/raw/images/ACTC3767.JPG,unlabeled,,,,
data/raw/images/ACTN9514.JPG,unlabeled,,,,
data/raw/images/AFOL6295.JPG,unlabeled,,,,
data/raw/images/AGYR0820.JPG,unlabeled,,,,
data/raw/images/AIIR5852.JPG,unlabeled,,,,
data/raw/images/ANHZ2961.JPG,unlabeled,,,,
data/raw/images/AOUD0781.JPG,unlabeled,,,,
data/raw/images/APLF8526.JPG,unlabeled,,,,
data/raw/images/AVOD5031.JPG,unlabeled,,,,
data/raw/images/AVZG5105.JPG,unlabeled,,,,
data/raw/images/AXRG6268.JPG,unlabeled,,,,
data/raw/images/AYZI9349.JPG,unlabeled,,,,
data/raw/images/BASW2138.JPG,unlabeled,,,,
data/raw/images/BDTW3847.JPG,unlabeled,,,,
data/raw/images/BFHM0220.JPG,unlabeled,,,,
data/raw/images/BFXL1396.JPG,unlabeled,,,,
data/raw/images/BJTN4725.JPG,unlabeled,,,,
data/raw/images/BJXM9659.JPG,unlabeled,,,,
data/raw/images/BMDI6736.JPG,unlabeled,,,,
data/raw/images/BMIP5927.JPG,unlabeled,,,,
data/raw/images/BNBV2021.JPG,unlabeled,,,,
data/raw/images/BNLA8507.JPG,unlabeled,,,,
data/raw/images/BSHB9072.JPG,unlabeled,,,,
data/raw/images/BULR2765.JPG,unlabeled,,,,
data/raw/images/BWSC4946.JPG,unlabeled,,,,
data/raw/images/BXMI3987.JPG,unlabeled,,,,
data/raw/images/BYEM0010.JPG,unlabeled,,,,
data/raw/images/BZJE5488.JPG,unlabeled,,,,
data/raw/images/CAKK2087.JPG,unlabeled,,,,
data/raw/images/CHEX2817.JPG,unlabeled,,,,
data/raw/images/CILW4845.JPG,unlabeled,,,,
data/raw/images/CJQW7021.JPG,unlabeled,,,,
data/raw/images/CKKQ3814.JPG,unlabeled,,,,
data/raw/images/CKTE4503.JPG,unlabeled,,,,
data/raw/images/CKXC5363.JPG,unlabeled,,,,
data/raw/images/CMCV2581.JPG,unlabeled,,,,
data/raw/images/CNDU2619.JPG,unlabeled,,,,
data/raw/images/CNWO4361.JPG,unlabeled,,,,
data/raw/images/CRLX8713.JPG,unlabeled,,,,
data/raw/images/CRPK9198.JPG,unlabeled,,,,
data/raw/images/CRQH9284.JPG,unlabeled,,,,
data/raw/images/CSCT5012.JPG,unlabeled,,,,
data/raw/images/CWEP1918.JPG,unlabeled,,,,
data/raw/images/CWJQ2741.JPG,unlabeled,,,,
data/raw/images/CWTK4502.JPG,unlabeled,,,,
data/raw/images/DAWT2074.JPG,unlabeled,,,,
data/raw/images/DBOS5668.JPG,unlabeled,,,,
data/raw/images/DCCN8612.JPG,unlabeled,,,,
data/raw/images/DCDH1816.JPG,unlabeled,,,,
data/raw/images/DDKB1853.JPG,unlabeled,,,,
data/raw/images/DGQQ7147.JPG,unlabeled,,,,
data/raw/images/DKYG9978.JPG,unlabeled,,,,
data/raw/images/DNHQ5598.JPG,unlabeled,,,,
data/raw/images/DNNX0602.JPG,unlabeled,,,,
data/raw/images/DNQD9798.JPG,unlabeled,,,,
data/raw/images/DNVC4262.JPG,unlabeled,,,,
data/raw/images/DRIU7806.JPG,unlabeled,,,,
data/raw/images/DRWB5971.JPG,unlabeled,,,,
data/raw/images/DRXX0387.JPG,unlabeled,,,,
data/raw/images/DTDQ2520.JPG,unlabeled,,,,
data/raw/images/DUDJ4805.JPG,unlabeled,,,,
data/raw/images/DULH0250.JPG,unlabeled,,,,
data/raw/images/DXAT8629.JPG,unlabeled,,,,
data/raw/images/EAYA7781.JPG,unlabeled,,,,
data/raw/images/EBOE6110.JPG,unlabeled,,,,
data/raw/images/EDAZ4811.JPG,unlabeled,,,,
data/raw/images/EFYZ2690.JPG,unlabeled,,,,
data/raw/images/EHOS9732.JPG,unlabeled,,,,
data/raw/images/EOEU9850.JPG,unlabeled,,,,
data/raw/images/EPNH8027.JPG,unlabeled,,,,
data/raw/images/ERRS1255.JPG,unlabeled,,,,
data/raw/images/ETGV9921.JPG,unlabeled,,,,
data/raw/images/EVGF1550.JPG,unlabeled,,,,
data/raw/images/EWIK3409.JPG,unlabeled,,,,
data/raw/images/EWRP1426.JPG,unlabeled,,,,
data/raw/images/EWUY8609.JPG,unlabeled,,,,
data/raw/images/EXHN0135.JPG,unlabeled,,,,
data/raw/images/FCEP6165.JPG,unlabeled,,,,
data/raw/images/FCXM6610.JPG,unlabeled,,,,
data/raw/images/FCXU3376.JPG,unlabeled,,,,
data/raw/images/FEED1139.JPG,unlabeled,,,,
data/raw/images/FFBU6828.JPG,unlabeled,,,,
data/raw/images/FGVZ2337.JPG,unlabeled,,,,
data/raw/images/FLER7783.JPG,unlabeled,,,,
data/raw/images/FNJF5326.JPG,unlabeled,,,,
data/raw/images/FONQ0592.JPG,unlabeled,,,,
data/raw/images/FRKA4688.JPG,unlabeled,,,,
data/raw/images/FRRX1834.JPG,unlabeled,,,,
data/raw/images/FTJS7248.JPG,unlabeled,,,,
data/raw/images/FTQQ3016.JPG,unlabeled,,,,
data/raw/images/FYNS2126.JPG,unlabeled,,,,
data/raw/images/FYNX8191.JPG,unlabeled,,,,
data/raw/images/GBZP4086.JPG,unlabeled,,,,
data/raw/images/GCFY7162.JPG,unlabeled,,,,
data/raw/images/GCTL0660.JPG,unlabeled,,,,
data/raw/images/GDAR2393.JPG,unlabeled,,,,
data/raw/images/GDEP1911.JPG,unlabeled,,,,
data/raw/images/GDQO6562.JPG,unlabeled,,,,
data/raw/images/GKHS4722.JPG,unlabeled,,,,
data/raw/images/GLJM5916.JPG,unlabeled,,,,
data/raw/images/GLZC0584.JPG,unlabeled,,,,
data/raw/images/GMFJ5810.JPG,unlabeled,,,,
data/raw/images/GRAH8224.JPG,unlabeled,,,,
data/raw/images/GRQB4973.JPG,unlabeled,,,,
data/raw/images/GTPF7122.JPG,unlabeled,,,,
data/raw/images/GVAI6392.JPG,unlabeled,,,,
data/raw/images/GWHU1570.JPG,unlabeled,,,,
data/raw/images/GXYJ6133.JPG,unlabeled,,,,
data/raw/images/GYAM6091.JPG,unlabeled,,,,
data/raw/images/HAEC6164.JPG,unlabeled,,,,
data/raw/images/HALB7726.JPG,unlabeled,,,,
data/raw/images/HATN4008.JPG,unlabeled,,,,
data/raw/images/HBLT9172.JPG,unlabeled,,,,
data/raw/images/HBYW7787.JPG,unlabeled,,,,
data/raw/images/HCPX2930.JPG,unlabeled,,,,
data/raw/images/HDQR8113.JPG,unlabeled,,,,
data/raw/images/HDXX6332.JPG,unlabeled,,,,
data/raw/images/HERM9989.JPG,unlabeled,,,,
data/raw/images/HEWV4654.JPG,unlabeled,,,,
data/raw/images/HGNT2860.JPG,unlabeled,,,,
data/raw/images/HGTL8290.JPG,unlabeled,,,,
data/raw/images/HGZS1157.JPG,unlabeled,,,,
data/raw/images/HHNC2761.JPG,unlabeled,,,,
data/raw/images/HHSJ9308.JPG,unlabeled,,,,
data/raw/images/HIEZ9193.JPG,unlabeled,,,,
data/raw/images/HINX0801.JPG,unlabeled,,,,
data/raw/images/HKBE7743.JPG,unlabeled,,,,
data/raw/images/HKMR6140.JPG,unlabeled,,,,
data/raw/images/HLZS6342.JPG,unlabeled,,,,
data/raw/images/HMDV5116.JPG,unlabeled,,,,
data/raw/images/HMFC5641.JPG,unlabeled,,,,
data/raw/images/HQOL4116.JPG,unlabeled,,,,
data/raw/images/HQQD5161.JPG,unlabeled,,,,
data/raw/images/HSAU2621.JPG,unlabeled,,,,
data/raw/images/HTCE0149.JPG,unlabeled,,,,
data/raw/images/HUHE7182.JPG,unlabeled,,,,
data/raw/images/HUQT8256.JPG,unlabeled,,,,
data/raw/images/HVHU4549.JPG,unlabeled,,,,
data/raw/images/HYKA5771.JPG,unlabeled,,,,
data/raw/images/HYQW8258.JPG,unlabeled,,,,
data/raw/images/IBQC5381.JPG,unlabeled,,,,
data/raw/images/IDQF1274.JPG,unlabeled,,,,
data/raw/images/IECB5011.JPG,unlabeled,,,,
data/raw/images/IGFB7651.JPG,unlabeled,,,,
data/raw/images/IGWP6724.JPG,unlabeled,,,,
data/raw/images/IIJW1952.JPG,unlabeled,,,,
data/raw/images/IJSC6044.JPG,unlabeled,,,,
data/raw/images/IKFP1040.JPG,unlabeled,,,,
data/raw/images/IMAM8710.JPG,unlabeled,,,,
data/raw/images/IMEB6778.JPG,unlabeled,,,,
data/raw/images/IMG_5381.JPG,unlabeled,,,,
data/raw/images/IMG_5382.JPG,unlabeled,,,,
data/raw/images/IMG_5818.JPG,unlabeled,,,,
data/raw/images/IMG_6244.JPG,unlabeled,,,,
data/raw/images/INLU3884.JPG,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.04.22.0190.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.04.49.3190.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.04.52.8490.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.05.06.7380.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.05.23.6680.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.05.30.6380.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.05.40.4230.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.05.58.7730.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.06.04.1429.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.06.11.1040.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.06.24.5649.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.06.33.1450.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.02.9400.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.07.4300.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.11.2740.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.17.2580.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.22.2510.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.27.9190.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.31.7910.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.34.7630.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.38.7630.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.07.55.8840.jpg,unlabeled,,,,
data/raw/images/IPC_2025-08-08.11.08.01.7550.jpg,unlabeled,,,,
